,val_loss,val_acc,loss,acc
0,555.6773137555804,0.018095238095238095,666.9076529715402,0.023142857142857142
1,642.8779083687919,0.03523809530905315,507.5034617047991,0.032857142857142856
2,461.45446992420017,0.020000000035478954,449.4619764927455,0.026285714285714287
3,468.5124514479864,0.02095238095238095,395.6615733468192,0.024
4,450.5304064360119,0.021904761904761906,358.3780981794085,0.031714285714285716
5,520.2946937779018,0.04095238098785991,322.2851136300223,0.033428571428571426
6,525.4438626534599,0.022857142857142857,288.89938533238,0.04514285715988704
7,421.13286670503163,0.029523809722491672,257.64950623430525,0.03885714286565781
8,483.1404554966518,0.038095238166196005,232.14855051967075,0.03314285714285714
9,428.8395845395043,0.03809523813071705,205.057724609375,0.037428571437086375
10,623.903870181129,0.03142857142857143,172.9919373953683,0.03857142857142857
11,509.39094781058174,0.029523809523809525,159.6920123814174,0.04857142857142857
12,417.8322951543899,0.02761904761904762,153.50763741629464,0.04514285715137209
13,419.19623581659226,0.022857142857142857,131.03179249790736,0.05171428573131561
14,435.45301361810596,0.032380952522868205,122.28531420898437,0.05228571428571428
15,414.001018124535,0.035238095238095235,115.22452144949777,0.05342857142857143
16,441.58242483956474,0.04285714292810077,101.57605716378349,0.058285714294229234
17,437.1609640648251,0.03238095238095238,96.38568455287388,0.05657142858845847
18,485.14855370657784,0.030476190511669433,87.11717167445592,0.05057142858845847
19,419.00360123407273,0.02666666666666667,84.2288025251116,0.06257142857994352
20,587.1004995582217,0.039047619083098,76.9068879220145,0.060285714294229235
21,458.1105826386951,0.038095238166196005,73.72472610037667,0.058285714294229234
22,517.2373746744792,0.03619047622595514,66.44909371512277,0.0740000000170299
23,433.8719761149089,0.06761904781772977,66.48434534563337,0.07657142857142857
24,487.00269271850584,0.03238095238095238,66.09015307617187,0.0668571428656578
25,406.2423774937221,0.04476190476190476,63.07008821759905,0.07428571430274418
26,550.7020390537807,0.029523809523809525,57.566232533046175,0.08942857142857143
27,462.62377096448625,0.03619047622595514,52.021889792306084,0.08114285714285714
28,394.81603050595237,0.03238095241643134,52.38973270089286,0.092
29,396.71098483131044,0.039047619047619046,51.25019592285156,0.09142857143708638
30,413.79877123151505,0.03142857142857143,47.91031408691406,0.08714285714285715
31,448.1327540370396,0.08380952483131772,45.92954857744489,0.11714285715988704
