,val_loss,val_categorical_accuracy,loss,categorical_accuracy
0,3.091246236562729,0.170625,8.126768171589239,0.08305647870234872
1,3.3520368108153344,0.1475,2.523458590935235,0.22259136262130103
2,3.113175494670868,0.1503125,2.1703082093368735,0.3122923589029977
3,3.039181833267212,0.1540625,1.9252803927640185,0.3421926913269334
4,2.6871130913496017,0.1696875,1.806424766679935,0.332225913670768
5,2.7031125974655152,0.151875,1.7161946712538254,0.3255813958438924
6,2.407454903125763,0.1778125,1.6604925762379288,0.29900332344726865
7,2.542463734149933,0.1534375,1.6074380082545487,0.33222591411631763
8,2.770743681192398,0.1515625,1.5903830334197644,0.29900332255616935
9,2.3870683592557906,0.1903125,1.5557337773598705,0.3355481730545082
10,2.4098266416788103,0.15875,1.5439958049609415,0.332225913670768
11,2.4378053587675095,0.160625,1.5286494643981274,0.33887043238874287
12,2.213172821998596,0.1828125,1.5134839678919592,0.3455149502898768
13,2.4310223519802094,0.17125,1.483113818786469,0.34219269115366413
14,2.5519075107574465,0.1478125,1.4733823787334352,0.3488372094013366
15,2.3246174341440202,0.1790625,1.4631526434540352,0.3588039870079966
16,2.6019377768039704,0.1465625,1.474871892469666,0.3355481728069806
17,2.817986814379692,0.136875,1.4594316244917453,0.35548172762425634
18,2.4907706314325333,0.163125,1.4658980963634098,0.34551495066116816
19,2.4172245979309084,0.1621875,1.4326017306888619,0.3687707644166344
20,2.8061675786972047,0.1378125,1.419541702318033,0.37209302335482497
21,2.6698720705509187,0.15,1.4475844761857954,0.36544850528042183
22,2.767018156647682,0.138125,1.4496107406394427,0.35215946853754926
23,2.265631626844406,0.184375,1.4382173278403045,0.35548172762425634
24,2.6404289597272874,0.1509375,1.4241101104159688,0.36544850528042183
25,2.3054143768548965,0.1784375,1.4105940851262242,0.3621262463422313
26,2.5452181726694105,0.155,1.4285995009729633,0.37209302330531946
27,2.538786879181862,0.16125,1.4013968761577162,0.3488372095993587
28,2.3997890079021453,0.1665625,1.3981178575179902,0.375415283382137
29,2.764284919500351,0.143125,1.3995031328296343,0.36877076416910687
30,2.554365849494934,0.1521875,1.4102259525825018,0.3754152826890597
31,2.9316238594055175,0.1421875,1.377637296023955,0.36544850528042183
32,2.3589843785762787,0.1803125,1.3792810812344978,0.3754152826890597
33,2.223370039463043,0.1965625,1.3974677854994206,0.3521594689335934
34,2.331476507782936,0.174375,1.3805742461816022,0.37209302424592433
35,2.495428717136383,0.1575,1.3729751688301366,0.3621262458966816
36,2.485874635577202,0.17125,1.4018989884576132,0.382059801159507
37,2.3936575543880463,0.1778125,1.370676315108011,0.38538206029571964
38,2.28222839653492,0.18625,1.381404551160692,0.37209302330531946
39,2.6037739849090578,0.145625,1.3607714588063895,0.4019933555807386
40,2.6309876251220703,0.155,1.3662925190307769,0.3986710975336474
41,2.402757099866867,0.1659375,1.369502981239775,0.3953488372588078
42,2.2360787284374237,0.2046875,1.3526809718521726,0.3986710966425481
43,2.3230486524105074,0.18,1.369439802296534,0.3953488377043575
44,2.3200751078128814,0.1953125,1.3434395354451532,0.4053156149149733
45,2.455976876616478,0.1625,1.377840097956483,0.4152823920760836
46,2.306326253414154,0.19875,1.3240003684826467,0.4186046514103183
47,2.718983979225159,0.1465625,1.3432244977285697,0.4385382069701768
48,2.236987144947052,0.19875,1.344789398469006,0.37541528288708176
49,2.3004615372419357,0.181875,1.3697721787861414,0.4285714286209341
