,val_loss,val_categorical_accuracy,loss,categorical_accuracy
0,13.749644237699963,0.14285714292810076,13.603136602129256,0.14828571430274418
1,13.35273420061384,0.16571428574976466,13.531625348772321,0.15485714285714286
2,13.367847784133184,0.16571428578524364,13.369161546979631,0.16400000000851495
3,13.273266897655668,0.16761904781772977,13.348825471060616,0.1657142857313156
4,13.281410478864398,0.16761904781772977,13.05798893737793,0.1837142857483455
5,11.643117138090588,0.19428571462631225,12.549888104030064,0.192
6,5.022369212195986,0.14380952415012177,7.552934292384556,0.17885714286565782
7,4.055701339358375,0.15619047622595514,3.8026535167694093,0.16314285715988705
8,3.1150850518544515,0.14857142860690753,3.151579699925014,0.16057142858845846
9,2.8780122956775482,0.14952380955928848,2.6700023599352156,0.1548571428656578
10,2.8971162169320244,0.1523809523809524,2.660543031147548,0.15857142858845846
11,2.741181071145194,0.14857142857142858,2.6152694764818465,0.15971428571428573
12,2.7580765969412666,0.1514285714640504,2.6173336969103134,0.15457142857142858
13,2.6683514100029355,0.14952380952380953,2.5151453465053013,0.15628571428571428
14,2.5658213286172775,0.14761904761904762,2.361319976261684,0.1548571428656578
15,2.6231069392249697,0.14952380955928848,2.381599720273699,0.1560000000170299
16,2.620207173937843,0.14380952384500276,2.365146176474435,0.15457142858845846
17,2.6764258557274228,0.1561904762614341,2.3619722717830114,0.16
18,2.508216026624044,0.15238095241643135,2.3562114372253418,0.15742857146263123
19,2.583312137694586,0.14761904761904762,2.355319839477539,0.15800000000851494
20,2.539206350417364,0.14380952384500276,2.341362514768328,0.1520000000170299
21,2.5166839417957125,0.14571428574976467,2.296323584147862,0.1491428571513721
22,2.4440048185984296,0.14666666670214562,2.2911256915501186,0.15057142857142858
23,2.429278941381545,0.14952380955928848,2.228760916028704,0.1560000000170299
24,2.454274890536354,0.14761904765452658,2.2284227777208603,0.15457142858845846
25,2.3941890196573166,0.14666666670214562,2.240835530417306,0.15828571435383387
26,2.37924568539574,0.14857142860690753,2.215412116323199,0.15657142858845846
27,2.6436985265640986,0.16000000003547896,2.229126119341169,0.15971428572280066
28,2.6136296124685376,0.15809523813071705,2.315430679321289,0.15885714285714286
29,2.449380334672474,0.1523809523809524,2.277117197445461,0.1608571428656578
30,2.390083681969416,0.14761904761904762,2.1796672352382114,0.16057142857142856
31,2.487192626680647,0.14952380952380953,2.226628499712263,0.15657142858845846
32,2.416739148412432,0.15428571428571428,2.2557276036398752,0.16114285715988705
33,2.601057568050566,0.16190476210344407,2.2710024638857162,0.16457142857142856
34,2.383463451521737,0.15619047619047619,2.231681309563773,0.15857142857994352
35,2.377768264043899,0.15619047619047619,2.204629714693342,0.15457142857994352
36,2.3476738055547077,0.14476190476190476,2.1769527676446097,0.1620000000170299
37,2.3629542035148257,0.14666666666666667,2.1663846514565606,0.15800000000851494
38,2.3607430653345016,0.14285714285714285,2.1497425515311104,0.15257142857994352
39,2.3801727408454534,0.1419047619047619,2.1450755457196915,0.15057142857994352
40,2.3909912842795964,0.1438095238095238,2.1256123579570225,0.14971428573131562
41,2.390958036014012,0.1438095238095238,2.1383041306904382,0.15314285714285714
42,2.39091637861161,0.1438095238095238,2.1382706413269044,0.15714285715137208
43,2.390899094627017,0.1438095238095238,2.13828360244206,0.15828571429422925
44,2.3909008373532976,0.1438095238095238,2.1382807655334473,0.15371428571428572
45,2.3909183370499383,0.1438095238095238,2.1382603931427,0.15342857142857144
46,2.390923259371803,0.1438095238095238,2.138272060394287,0.15457142857994352
47,2.390904666355678,0.14095238095238094,2.138241373062134,0.15742857142857142
48,2.390923437845139,0.14095238095238094,2.1382555190495083,0.1528571428656578
49,2.390933132398696,0.14095238095238094,2.138266884122576,0.1540000000340598
50,2.390949770836603,0.14095238095238094,2.138258522442409,0.14971428571428572
51,2.390961760566348,0.14095238095238094,2.138281946046012,0.14914285714285713
52,2.3909546915690103,0.14095238095238094,2.1382731057575772,0.1528571428656578
53,2.3909560671306793,0.1438095238095238,2.138275202342442,0.15228571430274418
54,2.390951320330302,0.1438095238095238,2.138261590412685,0.15257142860548836
55,2.3909511186963037,0.1438095238095238,2.13827433013916,0.1588571428656578
56,2.3909221846716746,0.1438095238095238,2.138251279558454,0.15714285715137208
57,2.3909169826053436,0.1438095238095238,2.1382555847167968,0.15885714287417277
58,2.390924350420634,0.1438095238095238,2.138270802634103,0.15885714287417277
59,2.3909365013667516,0.1438095238095238,2.138247893333435,0.1580000000170299
60,2.390931637627738,0.1438095238095238,2.13826320539202,0.15628571429422924
61,2.390932626724243,0.1438095238095238,2.1382643511635915,0.15400000000851494
62,2.3909367443266367,0.1438095238095238,2.13826706641061,0.15771428571428572
63,2.390957986740839,0.14095238095238094,2.138262563705444,0.15657142857994352
