,loss
0,8.985214521543622
1,2.4981670684848707
2,1.4324287807501053
3,0.5962820851662148
4,0.4993957514576939
5,0.3352487226123379
6,0.2955713233805853
7,0.3997505546227793
8,0.24128415522023677
9,0.2008329497049135
10,0.1826878977447305
11,0.18598051472863764
12,0.13928955017320005
13,0.1256396520085797
14,0.12118253408486321
15,0.13352069644866202
16,0.09750554499456734
17,0.10274241421086902
18,0.09680361519025313
19,0.0915543944293441
20,0.08663229768806203
21,0.11585975906645841
22,0.07410376901318319
23,0.07176224261774596
24,0.08679229449547671
25,0.06976099955066159
26,0.08915634290905351
27,0.06213152518657429
28,0.056640548986110886
29,0.0748500116899602
30,0.05419287499692148
31,0.05966499403707794
32,0.05739120263596753
33,0.05268169219690203
34,0.042404414526831496
35,0.04682592693716288
36,0.04906067047564417
37,0.04740490370591086
38,0.04199737594536997
39,0.0527861217087495
40,0.04133932303126926
41,0.039651990411616767
42,0.0370588409324956
43,0.039430059887098
44,0.04876451084916869
45,0.040374981755321
46,0.03803398019001997
47,0.031445875266932904
48,0.0452749819870849
49,0.03915457313583104
50,0.03391820467729456
51,0.0322626319582005
52,0.03188533845556859
53,0.03992358741898562
54,0.03326900096628347
55,0.043333815540516296
56,0.03371988099399073
57,0.03220869763756697
58,0.029339979494945278
59,0.03138560104241672
60,0.03769985293809911
61,0.030608537170047818
62,0.02673677087380618
63,0.02994638020951605
64,0.02784002923973864
65,0.02231582222499714
66,0.027848039594612226
67,0.02532151634759509
68,0.031342625136311815
69,0.03591041496876969
70,0.02595854445684103
71,0.028869573871345627
72,0.022686993741569395
73,0.027151048358428503
74,0.02106144139557511
75,0.02609893725377404
76,0.026915909087676278
77,0.02342167117901953
78,0.020889347004897706
79,0.02696157315838652
80,0.02815395908706414
81,0.03837754125011585
82,0.017934122561965006
83,0.018044009158486217
84,0.02030676473075454
85,0.02457679791548975
86,0.01839683784344919
87,0.024967900910135215
88,0.020108859108358607
89,0.019167696754268923
90,0.018916916980500357
91,0.01821857234054537
92,0.01882730714026829
93,0.021295536646266787
94,0.016619015897047434
95,0.023065059932102647
96,0.01670541655790231
97,0.01923527413909407
98,0.024577643819011865
99,0.01668363207575601
