,loss
0,8.102782504992218
1,1.4118227399323706
2,0.6850882548072388
3,0.4659373522294124
4,0.8700777967138863
5,0.3560597098626009
6,0.32534310727195287
7,0.3452963498317321
8,0.23736344681237526
9,0.17415031155388805
10,0.1595152080353405
11,0.13364632228564274
12,0.12069284646189353
13,0.10589755856269074
14,0.09385943151494366
15,0.09110421114789945
16,0.1029851116866959
17,0.10403082443428932
18,0.09324727196106855
19,0.07774899308041709
20,0.07934065127621986
21,0.08818677481839203
22,0.07370716204485446
23,0.06282199260827943
24,0.07011361697190782
25,0.05758949172070939
26,0.05749029663958615
27,0.056213894514333534
28,0.04990520567971049
29,0.050045570001778325
30,0.052046780682729415
31,0.06239473549386304
32,0.04857866688071917
33,0.045980911602525605
34,0.04416941424823147
35,0.0411999544472825
36,0.040818777153428056
37,0.05210184847363574
38,0.04494844595560008
39,0.03929590259594083
40,0.038661693490701435
41,0.038476632780688365
42,0.03640524272684136
43,0.04064499587508701
44,0.032869364258586185
45,0.030984363438854957
46,0.03358156004850836
47,0.03076479926460703
48,0.03633022600868043
49,0.03145505483962286
