,val_loss,loss
0,13.760430126472059,14.977970274587115
1,1.310163107059272,5.809813678796748
2,2.1391504313558194,2.0363049014523558
3,0.6529249377438587,1.3550760460120095
4,1.0043236874594477,1.1175234421269595
5,0.5150034295807918,0.8771162163728075
6,3.0924525686085516,0.7375389024745262
7,2.7959833227354904,0.5959984002570852
8,1.188968809249953,0.6064214723118762
9,1.9086300791190762,0.4663932111766046
10,0.9786511285551663,0.4345885592050709
11,3.0225628723651905,0.4345449265790267
12,1.3886205587481042,0.3164288987726233
13,1.6934611046842754,0.3899426160102138
14,3.8508726998502985,0.3013367650201836
15,0.35568407161776067,0.2883569677176385
16,0.3976376552593532,0.27891821247635895
17,0.5507269466158204,0.27782014684532774
18,0.21196356038448258,0.24003760158985074
19,0.16691953156675612,0.19936835315057472
20,0.697427183007959,0.21864206723413937
21,0.7174218096169345,0.19969146012831737
22,2.1908300446759306,0.15448211214675728
23,0.5183931500453667,0.2064452765109051
24,0.43844888923790654,0.132002397543302
25,1.053985525117132,0.16304080756185238
26,0.703287635354573,0.16562458039966224
27,1.0617947624821968,0.14058501098693
28,0.7508834417817628,0.1240963211108196
29,0.5577403654018647,0.15383233187854933
30,0.8628310022095741,0.1136968981048399
31,0.1423345252651299,0.12786380499066177
32,0.8383990351789691,0.12992133279070603
33,0.6797531925985966,0.10061178659860631
34,0.14686001273505206,0.10926736285895675
35,0.36824602610959206,0.11020092433418843
36,0.7511590375688862,0.1114728971044717
37,0.41880903981002093,0.10819148568311307
38,0.23784417391116983,0.08841518802389602
39,0.7754835171065307,0.10446056864960736
40,0.5497058864003919,0.10671142997834669
41,0.5345810557527495,0.09633938374734646
42,0.6164194390397941,0.09154298020715038
43,0.37793380073432264,0.09660977855125961
44,1.173460245249894,0.08558821131811196
45,0.4590325210482029,0.08035987558320218
46,0.6148242566679499,0.0853157737725756
47,0.7907921125148905,0.08378120466432185
48,0.40319999027721987,0.0895284887256073
49,0.1814065242782602,0.09018345355314741
50,0.43142904260475645,0.08002682457319157
51,0.5744475086921541,0.0755464303391814
52,0.6287792798627186,0.06876146868406473
53,1.0451473305965293,0.07130234560228238
54,0.6661619934542425,0.073303820744822
55,0.764069521309707,0.0765655206672163
56,0.5284839163566458,0.0677639838898714
57,0.27727320323436716,0.07225886947256042
58,0.5673484649270626,0.06373299208434806
59,0.4907364226620773,0.0717489059894069
60,0.8174649626750664,0.07408876058503626
61,0.4470110447242342,0.07040790789949398
62,0.4158544982889016,0.06870264992377831
63,0.49842060105553987,0.06354273343052602
64,0.7846083940543565,0.06421969583121369
65,0.3650406822195194,0.06445990491060186
66,0.6305427764143262,0.0641596793692622
67,0.9747453121716165,0.05358143777511498
68,0.6550221891238772,0.06562155993734646
69,0.5750308278158968,0.05422336165112309
70,0.29404547452339397,0.05824184044316342
71,0.8024654714344758,0.05611046622882383
72,0.8911001809712114,0.05205023602346936
