,,val_loss,loss
0,0,0.6093787256132793,1.3723895677607632
0,1,0.3827063501174814,0.5186664461600224
0,2,0.3515937248327462,0.4026311365043646
0,3,0.23443744678802678,0.3242543338796553
0,4,0.2031341150329618,0.2635450145444728
0,5,0.3876186706015629,0.21189620958468192
0,6,0.15055262446403503,0.178755771577083
0,7,0.12153523952649732,0.1457388801214449
0,8,0.11044633695351079,0.12179120855187073
0,9,0.3082441477499572,0.10125209055477806
0,10,0.11088015659542506,0.08730198788361528
0,11,0.0733804422095785,0.0727386976252494
0,12,0.060634488990447793,0.0645066225640342
0,13,0.05520639869159666,0.060421897488726964
0,14,0.11339420689444236,0.05454245350180741
0,15,0.05651013316045254,0.04577550196178208
0,16,0.04982726864626842,0.04670134647178338
0,17,0.047271936992412715,0.03991927186198238
0,18,0.08348602141652789,0.038164852020173515
0,19,0.038083806744056384,0.03682720920997072
0,20,0.03551866133224788,0.03437990484030018
0,21,0.04062977072420378,0.03710164829683402
0,22,0.041799935588402115,0.030465064350116124
0,23,0.034565977766889654,0.030312179517729153
0,24,0.03294703828657202,0.03011168991337378
0,25,0.0391638104111103,0.028494888621111478
0,26,0.03618095606712285,0.025559023616423572
0,27,0.046003277702578185,0.023373760403792878
0,28,0.03011001887286238,0.02221624396766238
0,29,0.03553648902277641,0.02183629597946734
0,30,0.025848658349860477,0.02305665938800087
0,31,0.034128024865841045,0.02435267991532097
0,32,0.029724490914145127,0.021725157624910493
0,33,0.02218647294223602,0.0234908229346961
0,34,0.025307056483964026,0.018183611918158597
0,35,0.06662426070479924,0.0223387825979888
0,36,0.031714879827839985,0.016954515835106862
0,37,0.022260876253173856,0.01881316886003917
0,38,0.023409618400587823,0.018277739564873365
0,39,0.020132887545110556,0.019545744451908743
0,40,0.02392542217605807,0.017354531655935767
0,41,0.021331723907898212,0.018804513762827834
0,42,0.0185702311306311,0.017836002504052626
0,43,0.018615388930798164,0.015282309064550805
0,44,0.026660879833504483,0.016627436773655597
0,45,0.03422317187407334,0.015773103912463702
0,46,0.020166616784087543,0.01594472225982908
0,47,0.02435441160290112,0.01784340288975549
0,48,0.030519877675131625,0.013651074215830932
0,49,0.025027512744289312,0.015768988210690702
0,50,0.019589738485407945,0.014163241836277261
0,51,0.07425821811107579,0.014601756731720079
0,52,0.017263423029351705,0.012579844554474319
0,53,0.027597425199054147,0.013701800327497668
0,54,0.028077213976330357,0.015345716594181776
0,55,0.017326432706907466,0.016443388127440395
0,56,0.016770444448872154,0.014811939594759703
0,57,0.01938192968995407,0.012083014003691642
0,58,0.014518386118224102,0.012829380980160005
0,59,0.030230990720206293,0.012303824870708113
0,60,0.017506790961244422,0.018089841372056794
0,61,0.019169443298883627,0.012162759874910575
0,62,0.01489269326216188,0.011675309909105286
0,63,0.020271612439543157,0.013087080784520472
0,64,0.01608199573906478,0.014040569092633022
0,65,0.017346789021723964,0.013240066961384831
0,66,0.014872755844311174,0.0109208683037233
0,67,0.15743848773939856,0.01075453751282303
0,68,0.0350416149742204,0.012869589397919795
0,69,0.019350676917530632,0.013691915546459318
0,70,0.05012166653140425,0.01125484772175627
0,71,0.01695573245693604,0.021262356107352085
0,72,0.11868960006630479,0.013431048321763695
0,73,0.015417536078342077,0.01350483976279683
0,74,0.021221165935247404,0.010371159720667024
0,75,0.04246990939079247,0.009335425065083953
0,76,0.023735080707102573,0.009516519129662376
0,77,0.021479940579589366,0.011298781512768651
0,78,0.016454473708577343,0.02112586950800124
0,79,0.014962727673755491,0.00791246179797581
0,80,0.01646764407237175,0.008369007799726623
0,81,0.020324353392928693,0.007975890385842342
0,82,0.015395279285575957,0.007803149014547
0,83,0.017287006649404323,0.01104265767526648
0,84,0.01571900486358868,0.01343277893776983
0,85,0.026060544725122124,0.008985141176575572
0,86,0.028814047439198187,0.007989479051859883
0,87,0.03625179961727464,0.00861471426114631
0,88,0.01647498601029072,0.008747650017572892
0,89,0.012224821381160779,0.011300920554746866
0,90,0.013847717684991842,0.009785221944949669
0,91,0.014225777568928713,0.00887403472332908
0,92,0.0123042590439026,0.00870212102428331
0,93,0.018659797822827187,0.01345460788667462
0,94,0.018841417282452724,0.00765715190474653
0,95,0.01475947339619909,0.008555806614171853
0,96,0.013037336630554034,0.009099094760295991
0,97,0.013503830740457684,0.00727373679259791
0,98,0.012386289618799251,0.006958304588867399
0,99,0.021790187604028014,0.014837898083486087
0,100,0.01250647933502209,0.007095583802874675
0,101,0.012899429280439327,0.012544074090935477
0,102,0.015663250968814484,0.006883091451538074
0,103,0.0173546016509897,0.00778821075957301
0,104,0.012954995331579242,0.00781525013599929
0,105,0.015474769596028799,0.007280199425682051
0,106,0.013125573955659796,0.007464101943156356
0,107,0.011925662360314665,0.008541958467684125
0,108,0.011704483001580085,0.006661915858173452
0,109,0.016100936801415947,0.006547492870219002
0,110,0.028703915078211302,0.0070205185937959455
0,111,0.011162719525984062,0.005653577168142875
0,112,0.019593461738725015,0.009679004844715804
0,113,0.0113667759961756,0.006924070952519423
0,114,0.011330492172408575,0.007956403917826526
0,115,0.01770080439379356,0.008033054900007287
0,116,0.011839504620711792,0.007772027726035246
0,117,0.0665646104022787,0.006504240898122049
0,118,0.012018247455211696,0.008109581804026269
0,119,0.012060461844790158,0.009538611827794273
0,120,0.014727269604875536,0.006940363493655785
0,121,0.02472685794965387,0.007006368173688666
0,122,0.015704500154027797,0.00808196092072708
0,123,0.0259298097470711,0.01128280190478584
0,124,0.03484924692532112,0.00662851718781452
0,125,0.01685880287343939,0.006719088419056232
0,126,0.013204876535338134,0.006597443461119976
0,127,0.01334819767734247,0.00655386661025975
0,128,0.012874151202918861,0.008657382850727787
0,129,0.01114061804020346,0.005326782861615069
0,130,0.016320660462593797,0.007905896043662018
0,131,0.011193746051251008,0.007045232293828213
0,132,0.014009646460267124,0.007471447738423645
0,133,0.018247738761341042,0.0056575654080283835
0,134,0.01658452769071598,0.006318507308265593
0,135,0.010978528377347686,0.006351725429534461
0,136,0.010440771649660441,0.009279055728074383
0,137,0.014271440791892888,0.007288912114897039
0,138,0.01141178113559784,0.006566159041233364
0,139,0.01247720396962806,0.005479465037576659
0,140,0.01060745706735867,0.00654895752114079
0,141,0.01627116506286149,0.00578600465372136
0,142,0.012681547174312798,0.0076866616247429215
0,143,0.013425584576033019,0.012716212596198598
0,144,0.01233824651156153,0.005904765156269257
0,145,0.012520581017720876,0.004665565183132948
0,146,0.014031539033419393,0.006917608203629215
0,147,0.011616903715973417,0.006171493877748982
0,148,0.011544316519840891,0.00567258143765979
0,149,0.01326501608041707,0.0053941647682707854
0,150,0.014297913035992624,0.0072053486057937054
0,151,0.017167433351278304,0.007489670630355197
0,152,0.012920894648127368,0.005948061572283644
0,153,0.011783430828102704,0.0064816513092564336
0,154,0.010879052390018707,0.007594722998698838
0,155,0.0166575157510236,0.005326793143280106
0,156,0.021261798994147717,0.009424075019044593
0,157,0.0366730384932363,0.009022718624022142
0,158,0.010870540583405294,0.004259078147827818
0,159,0.011109628254006356,0.005538090144499339
0,160,0.010676646822595538,0.004874000033715395
0,161,0.011403318314716734,0.0054159943897443405
0,162,0.030918894876987475,0.004852836797364618
0,163,0.019966867934967495,0.006399465982862899
0,164,0.010152451761911069,0.0044883194110480985
0,165,0.011029377029153515,0.00653800552131741
0,166,0.01707540951449002,0.004749745017767197
0,167,0.023443763229647294,0.00531064300081588
0,168,0.011284188998707116,0.005219701948021851
0,169,0.014623809383787545,0.006699245063690283
